Id	Code	Name	Standard Class	Domain	Vocab	Validity	Concept
45493097	AyuKL00	[X]Coronavirus as the cause of diseases classified to other chapters	Read	Condition	Read	Valid	Non-standard
45493283	Cyu8M00	[X]Other electrolyte and fluid disorders, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45493458	FyuG100	[X]Glaucoma in endocrine, nutritional and metabolic diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45493586	Jyu8700	[X]Disorders of pancreas in diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45493751	Myu3400	[X]Papulosquamous disorders in diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45493848	Nyu0200	[X]Arthritis in other infectious and parasitic diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45493849	Nyu0400	[X]Other postinfectious arthropathies in diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45494295	SyuFG00	[X]Poisoning by mixed antiepileptics, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45494591	U607500	[X]Mixed sedatives and hypnotics causing adverse effects in therapeutic use, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45496370	A7y0000	Coronavirus as the cause of diseases classified to other chapters	Read	Condition	Read	Valid	Non-standard
45496575	Cyu0700	[X]Other specified disorders involving the immune mechanism, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45496727	Fyu7300	[X]Polyneuropathy in infectious and parasitic diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45496730	FyuA500	[X]Hydrocephalus in other diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45496734	FyuN700	[X]Otitis externa in other diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45496736	FyuPE00	[X]Other specified disorders of middle ear and mastoid in diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45496737	FyuU400	[X]Acoustic neuritis in infectious and parasitic diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45496902	Kyu5D00	[X]Reflex neuropathic bladder, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45497102	Nyu4A00	[X]Arthropathy in other blood disorders classified elsewhere	Read	Condition	Read	Valid	Non-standard
45497550	SyuFP00	[X]Poisoning by other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45497553	SyuK.00	[X]Complications of surgical and medical care, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45497891	U62Bz00	[X]General- and plastic-surgery devices associated with adverse incidents, miscellaneous devices, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45499719	AyuKE00	[X]Pseudomonas as the cause of diseases classified to other chapters	Read	Condition	Read	Valid	Non-standard
45500059	Fyu8B00	[X]Inflammatory myopathy, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45500060	FyuE400	[X]Cataract in other diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45500249	Kyu1500	[X]Toxic nephropathy, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45500250	Kyu6800	[X]Disorders of prostate in diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45500464	Nyu8700	[X]Myositis in protozoal and parasitic infections classified elsewhere	Read	Condition	Read	Valid	Non-standard
45500465	Nyu8800	[X]Myositis in other infectious diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45500574	Pyu9700	[X]Other phakomatoses, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45503003	A3BX500	Other streptococcus as the cause of diseases classified to other chapters	Read	Condition	Read	Valid	Non-standard
45503004	A3BX600	Unspecified streptococcus as the cause of diseases classified to other chapters	Read	Condition	Read	Valid	Non-standard
45503294	Eu54.00	[X]Psychological and behavioural factors associated with disorders or diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45503404	FyuF900	[X]Other retinal disorders in diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45503406	FyuH400	[X]Vitreous haemorrhage in diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45503407	FyuH500	[X]Endophthalmitis in diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45503465	Gyu5c00	[X]Other heart disorders in bacterial diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45503566	Jyu1100	[X]Disorders of oesophagus in other diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45503569	Jyu9100	[X]Other postprocedural disorders of digestive system, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45503579	K0A5300	Hereditary nephropathy, not elsewhere classified, diffuse mesangial proliferative glomerulonephritis	Read	Condition	Read	Valid	Non-standard
45503580	K0C4.00	Toxic nephropathy, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45503795	NyuAE00	[X]Other enthesopathies, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45504537	U622z00	[X]Otorhinolaryngological devicess associated with adverse incidents, miscellaneous devices, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45506263	A3BXA00	Mycoplasma pneumoniae [PPLO] as the cause of diseases classified to other chapters	Read	Condition	Read	Valid	Non-standard
45506264	A3BXG00	Bacillus fragilis as the cause of diseases classified to other chapters	Read	Condition	Read	Valid	Non-standard
45506318	AyuK100	[X]Streptococcus, group b, as the cause of diseases classified to other chapters	Read	Condition	Read	Valid	Non-standard
45506667	Fyu0B00	[X]Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45506671	Fyu6200	[X]Multiple cranial nerve palsies in infectious and parasitic diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45506673	Fyu8900	[X]Myopathy in other diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45506720	Gyu5200	[X]Pericarditis in bacterial diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45506828	K0A5500	[X]Hereditary nephropathy, not elsewhere classified, diffuse mesangiocapillary glomerulonephritis	Read	Condition	Read	Valid	Non-standard
45506880	Kyu5C00	[X]Uninhibited neuropathic bladder, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45507019	N14X.00	Sacrococcygeal disorders, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45507070	NyuAA00	[X]Other soft tissue disorders in other diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45507243	Ryu3100	[X]Difficulty in walking, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45507475	SyuH800	[X]Other adverse effects, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45507797	U621z00	[X]Cardiovascular devices associated with adverse incidents, miscellaneous devices, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45509959	F2W..00	Drug-induced headache, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45510033	FyuDB00	[X]Other disorders of sclera and cornea in diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45510035	FyuE300	[X]Cataract in other endocrine, nutritional and metabolic diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45510037	FyuN800	[X]Other disorders of external ear in diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45510080	Gyu5A00	[X]Aortic valve disorders in diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45510081	Gyu5Q00	[X]Cardiomyopathy in infectious and parasitic diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45510111	Hyu8300	[X]Respiratory disorders in other diffuse connective tissue disorders classified elsewhere	Read	Condition	Read	Valid	Non-standard
45510155	Jyu0900	[X]Other cysts of oral region, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45510163	K0A5600	Hereditary nephropathy, not elsewhere classified, dense deposit disease	Read	Condition	Read	Valid	Non-standard
45510210	Kyu1A00	[X]Renal tubulo-interstitial disorders in metabolic diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45510212	Kyu8100	[X]Female pelvic inflammatory disorders in other diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45510215	Kyu9M00	[X]Severe vulvar dysplasia, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45510801	SMX..00	Toxic effect of paints and dyes, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45510831	Syu0K00	[X]Injury of blood vessels of head, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45511179	U620z00	[X]Anaesthesiology devices associated with adverse incidents, miscellaneous devices, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45511181	U625z00	[X]Neurological devices associated with adverse incidents, miscellaneous devices, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45513039	A788V00	HIV disease resulting in multiple diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45513414	Fyu5B00	[X]Drug-induced headache, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45513415	FyuAE00	[X]Myelopathy in diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45513417	FyuJ000	[X]Optic atrophy in diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45513465	Gyu5R00	[X]Cardiomyopathy in metabolic diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45513556	K0A5.00	Hereditary nephropathy not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45513568	K16X.00	Uninhibited neuropathic bladder, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45513597	Kyu1800	[X]Renal tubulo-interstitial disorders in neoplastic diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45513831	NyuB200	[X]Osteoporosis in other disorders classified elsewhere	Read	Condition	Read	Valid	Non-standard
45514013	R130X00	[D]Abnormal findings on diagnostic imaging of skull and head, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45516466	AyuAB00	[X]Other viral infections characterized by skin and mucocutaneous lesions, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45516471	AyuKH11	[X]Coliform bacteria as the cause of diseases classified to other chapters	Read	Condition	Read	Valid	Non-standard
45516816	Fyu7500	[X]Polyneuropathy in other endocrine and metabolic diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45516819	FyuP300	[X]Otitis media in bacterial diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45516957	Jyu9400	[X]Disorders of other specified digestive organs in diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45516995	Kyu0600	[X]Glomerular disorders in other diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45517189	Nyu1F00	[X]Arthropathies in other specified diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45517359	RyuB100	[X]Abnormal findings on diagnostic imaging of skull and head, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45517599	SyuKJ00	[X]Other complications of internal prosthetic devices, implants and grafts, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45517915	U602600	[X]Antigonadotrophins, antioestrogens, antiandrogens causing adverse effects in therapeutic use, not elswhere classified	Read	Condition	Read	Valid	Non-standard
45517937	U60Ez00	[X]Mineral salts causing adverse effects in therapeutic use, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45519714	AyuKB00	[X]Escherichia coli [e coli] as the cause of diseases classified to other chapters	Read	Condition	Read	Valid	Non-standard
45520044	Fyu0800	[X]Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45520045	Fyu0900	[X]Encephalitis, myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45520047	Fyu8500	[X]Myasthenic syndromes in other diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45520048	Fyu8800	[X]Myopathy in metabolic diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45520049	FyuBB00	[X]Disorders of lacrimal system in diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45520051	FyuH600	[X]Other disorders of vitreous body and globe in diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45520090	Gyu5300	[X]Pericarditis in other infectious and parasitic diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45520118	Hyu0F00	[X]Pneumonia in parasitic diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45520252	Kyu8600	[X]Vulvovaginal ulceration and inflammation in other diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45520454	NyuCC00	[X]Osteonecrosis in other diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45520554	Pyu9A00	[X]Other specified congenital malformation syndromes, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45523255	Eu53.00	[X]Mental and behavioural disorders associated with the puerperium, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45523360	Fyu6400	[X]Other cranial nerve disorders in other diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45523361	FyuF200	[X]Chorioretinal inflammation in infectious and parasitic diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45523418	Gyu5C00	[X]Pulmonary valve disorders in diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45523419	Gyu5K00	[X]Myocarditis in other infectious and parasitic diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45523421	Gyu5e00	[X]Other heart disorders in other diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45523514	K16W.00	Reflex neuropathic bladder, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45523540	Kyu1D00	[X]Renal tubulo-interstitial disorders in other diseases classified elsewhere	Read	Condition	Read	Valid	Non-standard
45523850	Qyu5C00	[X]Other congenital anaemias, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45523981	S8W..00	Injury of blood vessels of head, not elsewhere classified	Read	Condition	Read	Valid	Non-standard
45533031	E34.3	Short stature, not elsewhere classified	ICD10 code	Condition	ICD10	Valid	Non-standard
45533051	E88.0	Disorders of plasma-protein metabolism, not elsewhere classified	ICD10 code	Condition	ICD10	Valid	Non-standard
45533128	G05.4	Myelitis in diseases classified elsewhere	4-char billing code	Condition	ICD10CM	Valid	Non-standard
45533151	G53	Cranial nerve disorders in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10	Valid	Non-standard
45533176	G94.8	Other specified disorders of brain in diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45533265	H19.8	Other disorders of sclera and cornea in diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45533372	H59.88	Other intraoperative complications of eye and adnexa, not elsewhere classified	5-char billing code	Condition	ICD10CM	Valid	Non-standard
45533383	H62.1	Otitis externa in viral diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45533415	H75.82	Other specified disorders of left middle ear and mastoid in diseases classified elsewhere	5-char billing code	Condition	ICD10CM	Valid	Non-standard
45533431	H94.80	Other specified disorders of ear in diseases classified elsewhere, unspecified ear	5-char billing code	Condition	ICD10CM	Valid	Non-standard
45533434	H95.89	Other postprocedural complications and disorders of the ear and mastoid process, not elsewhere classified	5-char billing code	Condition	ICD10CM	Valid	Non-standard
45533448	I39.0	Mitral valve disorders in diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45533505	I79.0	Aneurysm of aorta in diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45533546	J17	Pneumonia in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10	Valid	Non-standard
45533667	L98.4	Chronic ulcer of skin, not elsewhere classified	ICD10 code	Condition	ICD10	Valid	Non-standard
45533676	M01.X21	Direct infection of right elbow in infectious and parasitic diseases classified elsewhere	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45533733	M12.819	Other specific arthropathies, not elsewhere classified, unspecified shoulder	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45533735	M13.122	Monoarthritis, not elsewhere classified, left elbow	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45533806	M24.821	Other specific joint derangements of right elbow, not elsewhere classified	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45533831	M36.4	Arthropathy in hypersensitivity reactions classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45533856	M48.50XG	Collapsed vertebra, not elsewhere classified, site unspecified, subsequent encounter for fracture with delayed healing	7-char billing code	Condition	ICD10CM	Valid	Non-standard
45533857	M48.52XD	Collapsed vertebra, not elsewhere classified, cervical region, subsequent encounter for fracture with routine healing	7-char billing code	Condition	ICD10CM	Valid	Non-standard
45533858	M48.53XA	Collapsed vertebra, not elsewhere classified, cervicothoracic region, initial encounter for fracture	7-char billing code	Condition	ICD10CM	Valid	Non-standard
45533859	M48.54XD	Collapsed vertebra, not elsewhere classified, thoracic region, subsequent encounter for fracture with routine healing	7-char billing code	Condition	ICD10CM	Valid	Non-standard
45533860	M49.80	Spondylopathy in diseases classified elsewhere, site unspecified	5-char billing code	Condition	ICD10CM	Valid	Non-standard
45533861	M49.84	Spondylopathy in diseases classified elsewhere, thoracic region	5-char billing code	Condition	ICD10CM	Valid	Non-standard
45533862	M49.86	Spondylopathy in diseases classified elsewhere, lumbar region	5-char billing code	Condition	ICD10CM	Valid	Non-standard
45533863	M49.87	Spondylopathy in diseases classified elsewhere, lumbosacral region	5-char billing code	Condition	ICD10CM	Valid	Non-standard
45533874	M60.219	Foreign body granuloma of soft tissue, not elsewhere classified, unspecified shoulder	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45533875	M60.252	Foreign body granuloma of soft tissue, not elsewhere classified, left thigh	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45533887	M62.529	Muscle wasting and atrophy, not elsewhere classified, unspecified upper arm	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45533889	M63.88	Disorders of muscle in diseases classified elsewhere, other site	5-char billing code	Condition	ICD10CM	Valid	Non-standard
45533906	M67.20	Synovial hypertrophy, not elsewhere classified, unspecified site	5-char billing code	Condition	ICD10CM	Valid	Non-standard
45533907	M67.232	Synovial hypertrophy, not elsewhere classified, left forearm	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45534078	M90.1	Periostitis in other infectious diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45534082	M90.851	Osteopathy in diseases classified elsewhere, right thigh	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45534083	M90.879	Osteopathy in diseases classified elsewhere, unspecified ankle and foot	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45534126	N29.8	Other disorders of kidney and ureter in other diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45534129	N37	Urethral disorders in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10	Valid	Non-standard
45534389	Q56.2	Female pseudohermaphroditism, not elsewhere classified	ICD10 code	Condition	ICD10	Valid	Non-standard
45534421	R02	Gangrene, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10	Valid	Non-standard
45534432	R16.0	Hepatomegaly, not elsewhere classified	ICD10 code	Condition	ICD10	Valid	Non-standard
45534568	S06.821S	Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 30 minutes or less, sequela	7-char billing code	Condition	ICD10CM	Valid	Non-standard
45536695	T38.6X1D	Poisoning by antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified, accidental (unintentional), subsequent encounter	7-char billing code	Condition	ICD10CM	Valid	Non-standard
45536696	T38.6X2D	Poisoning by antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified, intentional self-harm, subsequent encounter	7-char billing code	Condition	ICD10CM	Valid	Non-standard
45536715	T39.8X1D	Poisoning by other nonopioid analgesics and antipyretics, not elsewhere classified, accidental (unintentional), subsequent encounter	7-char billing code	Condition	ICD10CM	Valid	Non-standard
45536977	T65.6	Toxic effect: Paints and dyes, not elsewhere classified	ICD10 code	Condition	ICD10	Valid	Non-standard
45537002	T79.3	Post-traumatic wound infection, not elsewhere classified	ICD10 code	Condition	ICD10	Valid	Non-standard
45537088	T85.85XD	Stenosis due to internal prosthetic devices, implants and grafts, not elsewhere classified, subsequent encounter	7-char billing code	Condition	ICD10CM	Invalid	Non-standard
45537778	B95.1	Streptococcus, group B, as the cause of diseases classified to other chapters	ICD10 code	Condition	ICD10	Valid	Non-standard
45537779	B95.61	Methicillin susceptible Staphylococcus aureus infection as the cause of diseases classified elsewhere	5-char billing code	Condition	ICD10CM	Valid	Non-standard
45537780	B95.8	Unspecified staphylococcus as the cause of diseases classified to other chapters	ICD10 code	Condition	ICD10	Valid	Non-standard
45537781	B96.23	Unspecified Shiga toxin-producing Escherichia coli [E. coli] [STEC] as the cause of diseases classified elsewhere	5-char billing code	Condition	ICD10CM	Valid	Non-standard
45537782	B96.5	Pseudomonas (aeruginosa) as the cause of diseases classified to other chapters	ICD10 code	Condition	ICD10	Valid	Non-standard
45537783	B97.1	Enterovirus as the cause of diseases classified to other chapters	ICD10 code	Condition	ICD10	Valid	Non-standard
45537784	B97.12	Echovirus as the cause of diseases classified elsewhere	5-char billing code	Condition	ICD10CM	Valid	Non-standard
45537785	B97.21	SARS-associated coronavirus as the cause of diseases classified elsewhere	5-char billing code	Condition	ICD10CM	Valid	Non-standard
45537972	E35	Disorders of endocrine glands in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10	Valid	Non-standard
45538102	G31	Other degenerative diseases of nervous system, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10	Valid	Non-standard
45538104	G32.8	Other specified degenerative disorders of nervous system in diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45538119	G44.40	Drug-induced headache, not elsewhere classified, not intractable	5-char billing code	Condition	ICD10CM	Valid	Non-standard
45538122	G47.27	Circadian rhythm sleep disorder in conditions classified elsewhere	5-char billing code	Condition	ICD10CM	Valid	Non-standard
45538136	G72.4	Inflammatory myopathy, not elsewhere classified	ICD10 code	Condition	ICD10	Valid	Non-standard
45538146	G93.1	Anoxic brain damage, not elsewhere classified	ICD10 code	Condition	ICD10	Valid	Non-standard
45538151	G98	Other disorders of nervous system, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10	Valid	Non-standard
45538289	H42.8	Glaucoma in other diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45538300	H45.0	Vitreous haemorrhage in diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45538303	H47.093	Other disorders of optic nerve, not elsewhere classified, bilateral	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45538305	H48.8	Other disorders of optic nerve and visual pathways in diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45538381	I41.1	Myocarditis in viral diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45538481	J68.2	Upper respiratory inflammation due to chemicals, gases, fumes and vapours, not elsewhere classified	ICD10 code	Condition	ICD10	Valid	Non-standard
45538488	J95.88	Other intraoperative complications of respiratory system, not elsewhere classified	5-char billing code	Condition	ICD10CM	Valid	Non-standard
45538491	J98.5	Diseases of mediastinum, not elsewhere classified	ICD10 code	Condition	ICD10	Valid	Non-standard
45538492	J99.8	Respiratory disorders in other diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45538511	K23.8	Disorders of oesophagus in other diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45538544	K67.8	Other disorders of peritoneum in infectious diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45538547	K77.0	Liver disorders in infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45538559	K93.8	Disorders of other specified digestive organs in diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45538576	L54.8	Erythema in other diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45538614	M01.3	Arthritis in other bacterial diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45538615	M01.X51	Direct infection of right hip in infectious and parasitic diseases classified elsewhere	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45538616	M01.X61	Direct infection of right knee in infectious and parasitic diseases classified elsewhere	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45538621	M03.6	Reactive arthropathy in other diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45538676	M13.10	Monoarthritis, not elsewhere classified, unspecified site	5-char billing code	Condition	ICD10CM	Valid	Non-standard
45538677	M13.162	Monoarthritis, not elsewhere classified, left knee	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45538680	M14.80	Arthropathies in other specified diseases classified elsewhere, unspecified site	5-char billing code	Condition	ICD10CM	Valid	Non-standard
45538722	M24.319	Pathological dislocation of unspecified shoulder, not elsewhere classified	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45538723	M24.331	Pathological dislocation of right wrist, not elsewhere classified	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45538724	M24.352	Pathological dislocation of left hip, not elsewhere classified	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45538732	M24.852	Other specific joint derangements of left hip, not elsewhere classified	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45538733	M24.876	Other specific joint derangements of unspecified foot, not elsewhere classified	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45538734	M25	Other joint disorders, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10	Valid	Non-standard
45538741	M25.6	Stiffness of joint, not elsewhere classified	ICD10 code	Condition	ICD10	Valid	Non-standard
45538778	M49.83	Spondylopathy in diseases classified elsewhere, cervicothoracic region	5-char billing code	Condition	ICD10CM	Valid	Non-standard
45538797	M60.222	Foreign body granuloma of soft tissue, not elsewhere classified, left upper arm	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45538819	M62.561	Muscle wasting and atrophy, not elsewhere classified, right lower leg	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45538820	M63.8	Other disorders of muscle in diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45538821	M63.812	Disorders of muscle in diseases classified elsewhere, left shoulder	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45538822	M63.819	Disorders of muscle in diseases classified elsewhere, unspecified shoulder	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45538838	M67.222	Synovial hypertrophy, not elsewhere classified, left upper arm	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45538839	M67.242	Synovial hypertrophy, not elsewhere classified, left hand	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45538840	M67.271	Synovial hypertrophy, not elsewhere classified, right ankle and foot	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45538841	M67.28	Synovial hypertrophy, not elsewhere classified, other site	5-char billing code	Condition	ICD10CM	Valid	Non-standard
45538858	M71.529	Other bursitis, not elsewhere classified, unspecified elbow	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45538859	M71.552	Other bursitis, not elsewhere classified, left hip	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45539000	M90.511	Osteonecrosis in diseases classified elsewhere, right shoulder	6-char billing code	Condition	ICD10CM	Valid	Non-standard
45539019	M96.1	Postlaminectomy syndrome, not elsewhere classified	ICD10 code	Condition	ICD10	Valid	Non-standard
45539028	N08.0	Glomerular disorders in infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45539033	N16.0	Renal tubulo-interstitial disorders in infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45539034	N16.8	Renal tubulo-interstitial disorders in other diseases classified elsewhere	ICD10 code	Condition	ICD10	Valid	Non-standard
45539053	N51	Disorders of male genital organs in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10	Valid	Non-standard
45539228	P00.7	Fetus and newborn affected by other medical procedures on mother, not elsewhere classified	ICD10 code	Condition	ICD10	Valid	Non-standard
45539248	P61.4	Other congenital anaemias, not elsewhere classified	ICD10 code	Condition	ICD10	Valid	Non-standard
45539314	R06.82	Tachypnea, not elsewhere classified	5-char billing code	Condition	ICD10CM	Valid	Non-standard
